<Multi_key> <apostrophe> <apostrophe>+´+acute+ACUTE ACCENT
<Multi_key> <minus> <asciicircum>+¯+macron+MACRON
<Multi_key> <asciicircum> <minus>+¯+macron+MACRON
<Multi_key> <underscore> <underscore>+¯+macron+MACRON
<Multi_key> <underscore> <asciicircum>+¯+macron+MACRON
<Multi_key> <space> <parenleft>+˘+breve+BREVE
<Multi_key> <parenleft> <space>+˘+breve+BREVE
<Multi_key> <quotedbl> <quotedbl>+¨+diaeresis+DIAERESIS
<Multi_key> <space> <less>+ˇ+caron+CARON
<Multi_key> <less> <space>+ˇ+caron+CARON
<Multi_key> <minus> <minus> <space>+­+U00ad+SOFT HYPHEN
<Multi_key> <plus> <plus>+#+numbersign+NUMBER SIGN
<Multi_key> <apostrophe> <space>+'+apostrophe+APOSTROPHE
<Multi_key> <space> <apostrophe>+'+apostrophe+APOSTROPHE
<Multi_key> <A> <T>+@+at+COMMERCIAL AT
<Multi_key> <parenleft> <parenleft>+[+bracketleft+LEFT SQUARE BRACKET
<Multi_key> <slash> <slash>+\\+backslash+REVERSE SOLIDUS
<Multi_key> <slash> <less>+\\+backslash+REVERSE SOLIDUS
<Multi_key> <less> <slash>+\\+backslash+REVERSE SOLIDUS
<Multi_key> <parenright> <parenright>+]+bracketright+RIGHT SQUARE BRACKET
<Multi_key> <asciicircum> <space>+^+asciicircum+CIRCUMFLEX ACCENT
<Multi_key> <space> <asciicircum>+^+asciicircum+CIRCUMFLEX ACCENT
<Multi_key> <greater> <space>+^+asciicircum+CIRCUMFLEX ACCENT
<Multi_key> <space> <greater>+^+asciicircum+CIRCUMFLEX ACCENT
<Multi_key> <grave> <space>+`+grave+GRAVE ACCENT
<Multi_key> <space> <grave>+`+grave+GRAVE ACCENT
<Multi_key> <comma> <space>+¸+cedilla+CEDILLA
<Multi_key> <space> <comma>+¸+cedilla+CEDILLA
<Multi_key> <comma> <comma>+¸+cedilla+CEDILLA
<Multi_key> <parenleft> <minus>+{+braceleft+LEFT CURLY BRACKET
<Multi_key> <minus> <parenleft>+{+braceleft+LEFT CURLY BRACKET
<Multi_key> <slash> <asciicircum>+|+bar+VERTICAL LINE
<Multi_key> <asciicircum> <slash>+|+bar+VERTICAL LINE
<Multi_key> <V> <L>+|+bar+VERTICAL LINE
<Multi_key> <L> <V>+|+bar+VERTICAL LINE
<Multi_key> <v> <l>+|+bar+VERTICAL LINE
<Multi_key> <l> <v>+|+bar+VERTICAL LINE
<Multi_key> <parenright> <minus>+}+braceright+RIGHT CURLY BRACKET
<Multi_key> <minus> <parenright>+}+braceright+RIGHT CURLY BRACKET
<Multi_key> <asciitilde> <space>+~+asciitilde+TILDE
<Multi_key> <space> <asciitilde>+~+asciitilde+TILDE
<Multi_key> <minus> <space>+~+asciitilde+TILDE
<Multi_key> <space> <minus>+~+asciitilde+TILDE
<Multi_key> <space> <space>+ +nobreakspace+NO-BREAK SPACE
<Multi_key> <space> <period>+ +U2008+PUNCTUATION SPACE
<Multi_key> <o> <c>+©+copyright+COPYRIGHT SIGN
<Multi_key> <o> <C>+©+copyright+COPYRIGHT SIGN
<Multi_key> <O> <c>+©+copyright+COPYRIGHT SIGN
<Multi_key> <O> <C>+©+copyright+COPYRIGHT SIGN
<Multi_key> <C> <o>+©+copyright+COPYRIGHT SIGN
<Multi_key> <C> <O>+©+copyright+COPYRIGHT SIGN
<Multi_key> <o> <r>+®+registered+REGISTERED SIGN
<Multi_key> <o> <R>+®+registered+REGISTERED SIGN
<Multi_key> <O> <r>+®+registered+REGISTERED SIGN
<Multi_key> <O> <R>+®+registered+REGISTERED SIGN
<Multi_key> <R> <o>+®+registered+REGISTERED SIGN
<Multi_key> <R> <O>+®+registered+REGISTERED SIGN
<Multi_key> <period> <greater>+›+U203a+SINGLE RIGHT-POINTING ANGLE QUOTATION MARK
<Multi_key> <period> <less>+‹+U2039+SINGLE LEFT-POINTING ANGLE QUOTATION MARK
<Multi_key> <period> <period>+…+ellipsis+HORIZONTAL ELLIPSIS
<Multi_key> <period> <minus>+·+periodcentered+MIDDLE DOT
<Multi_key> <period> <asciicircum>+·+periodcentered+MIDDLE DOT
